iter	RMSE
240	44.06005663
241	44.01355311
242	43.96200379
243	43.91758259
244	43.88744699
245	43.81115357
246	43.76667737
247	43.71161917
248	43.68062155
249	43.63436988
250	43.58971256
251	43.51874647
252	43.46521861
253	43.41430295
254	43.39117478
255	43.35754442
256	43.31348061
257	43.28036307
258	43.24001285
259	43.20965786
260	43.1451436
261	43.09495958
262	43.04373039
263	42.99455032
264	42.95245452
265	42.89570428
266	42.86618921
267	42.8489825
268	42.81743272
269	42.75730232
270	42.72479871
271	42.69966785
272	42.6521761
273	42.61412634
274	42.567617
275	42.52527374
276	42.5016484
277	42.47055335
278	42.44229154
279	42.40801994
280	42.36089097
281	42.31446825
282	42.27889878
283	42.22678871
284	42.18588197
285	42.15010726
286	42.13213248
287	42.1095501
288	42.07685964
289	42.02372977
290	41.99633874
291	41.94873505
292	41.92863408
293	41.90919568
294	41.87336127
295	41.84516915
296	41.79965945
297	41.77875794
298	41.7256439
299	41.69046979
300	41.64018584
301	41.59384254
302	41.54605473
303	41.52078714
304	41.46830755
305	41.44637026
306	41.39608966
307	41.37559871
308	41.33690759
309	41.31519074
310	41.28480135
311	41.20414842
312	41.15558863
313	41.10907461
314	41.08366298
315	41.06085301
316	41.00613019
317	40.9401954
318	40.90187175
319	40.8504014
320	40.80748489
321	40.76272718
322	40.74966232
323	40.70322967
324	40.64908446
325	40.62639267
326	40.5867645
327	40.57240227
328	40.52570705
329	40.4885345
330	40.43437198
331	40.39370269
332	40.37659782
333	40.3228004
334	40.28616854
335	40.25576689
336	40.21175905
337	40.18293877
338	40.14726221
339	40.12499616
340	40.09120009
341	40.04773593
342	40.0046756
343	39.96602331
344	39.9210168
345	39.86145587
346	39.82034647
347	39.78187362
348	39.76801287
349	39.74244921
350	39.7030861
351	39.68423249
352	39.6444163
353	39.59771968
354	39.5644889
355	39.55489066
356	39.5033652
357	39.43649911
358	39.39251889
359	39.34422913
360	39.33377729
361	39.29625121
362	39.2518225
363	39.21110193
364	39.19188193
365	39.17649623
366	39.14446668
367	39.13182299
368	39.11731187
369	39.07464318
370	39.05912396
371	39.04084862
372	39.00420119
373	38.96880396
374	38.95449029
375	38.91528145
376	38.86644607
377	38.82273769
378	38.78316564
379	38.75072371
380	38.71695604
381	38.70180866
382	38.69118546
383	38.6617819
384	38.62203315
385	38.60200161
386	38.58612737
387	38.54375524
388	38.49386109
389	38.46510034
390	38.44132798
391	38.42402027
392	38.40989535
393	38.33746153
394	38.27663339
395	38.24744825
396	38.19578453
397	38.16085708
398	38.1279168
399	38.09918227
400	38.08374693
401	38.04712359
402	38.01251965
403	37.97648928
404	37.96353261
405	37.95221121
406	37.92802547
407	37.91954576
408	37.86410751
409	37.82431245
410	37.80204896
411	37.76529788
412	37.74027931
413	37.70395925
414	37.69298357
415	37.67766173
416	37.63467169
417	37.59560765
418	37.54184088
419	37.52006885
420	37.50039504
421	37.43938099
422	37.40281301
423	37.38017351
424	37.31476863
425	37.26375202
426	37.21129256
427	37.15729405
428	37.14552823
429	37.12094699
430	37.07289172
431	37.02159995
432	36.98231324
433	36.95848261
434	36.90950271
435	36.8733095
436	36.79771887
437	36.76905394
438	36.7170029
439	36.63848463
440	36.58569654
441	36.53415873
442	36.47704744
443	36.44991838
444	36.39619188
445	36.37344718
446	36.3631498
447	36.35092112
448	36.2974842
449	36.27271782
450	36.25156907
451	36.22023559
452	36.19170982
453	36.13324261
454	36.09704562
455	36.05807646
456	36.03429715
457	35.96818787
458	35.94315724
459	35.89471719
460	35.82938409
461	35.80998507
462	35.74741852
463	35.71680928
464	35.67396635
465	35.63059838
466	35.62103811
467	35.59706082
468	35.55350233
469	35.53907943
470	35.5141045
471	35.48427044
472	35.43146176
473	35.39281759
474	35.32943434
475	35.31964834
476	35.30882366
477	35.26722932
478	35.23751725
479	35.21094508
480	35.1989697
481	35.19019812
482	35.16366523
483	35.13238306
484	35.0917484
485	35.07325566
486	35.06383125
487	35.02656679
488	35.00828426
489	34.96375681
490	34.9422683
491	34.89934875
492	34.87506033
493	34.85409378
494	34.80996033
495	34.79103295
496	34.75307493
497	34.71366454
498	34.69028023
499	34.66142647
500	34.61971076
501	34.56182064
502	34.51996675
503	34.45225369
504	34.42323461
505	34.37517288
506	34.34353764
507	34.31028817
508	34.29784899
509	34.26779307
510	34.20286824
511	34.16652049
512	34.1289198
513	34.08553629
514	34.05362357
515	34.01308392
516	33.97647079
517	33.94006048
518	33.91425574
519	33.88652268
520	33.86242764
521	33.84413772
522	33.80805274
523	33.75869892
524	33.72179373
525	33.69481587
526	33.64587068
527	33.62513822
528	33.58744664
529	33.56142646
530	33.50608148
531	33.45525964
532	33.40414235
533	33.36152846
534	33.35121791
535	33.31511688
536	33.25159776
537	33.21110029
538	33.18649539
539	33.15962978
540	33.13154498
541	33.1089859
542	33.07949378
543	33.06953252
544	33.05239382
545	33.03235655
546	32.98018199
547	32.94115548
548	32.92221381
549	32.8951943
550	32.86899802
551	32.82265076
552	32.78188677
553	32.73778458
554	32.7013542
555	32.65242426
556	32.59458024
557	32.56790415
558	32.55120095
559	32.50098841
560	32.46557075
561	32.43212252
562	32.41359603
563	32.38660797
564	32.37864895
565	32.36960939
566	32.34197225
567	32.32768732
568	32.30486684
569	32.28190538
570	32.26875456
571	32.2193206
572	32.19549059
573	32.17111126
574	32.13451052
575	32.12431141
576	32.09531684
577	32.06478491
578	32.03280905
579	32.00840966
580	31.987183
581	31.92987116
582	31.87448916
583	31.85022013
584	31.81069108
585	31.78832534
586	31.73311287
587	31.68340906
588	31.65181534
589	31.59000699
590	31.58016906
591	31.55246923
592	31.52940438
593	31.50614806
594	31.47032032
595	31.42896531
596	31.41361731
597	31.37353379
598	31.34516332
599	31.30381993
600	31.25150399
601	31.21911957
602	31.20511946
603	31.15867982
604	31.14473262
605	31.12184568
606	31.09005938
607	31.07556309
608	31.04358984
609	31.0300154
610	31.0064974
611	30.99981183
612	30.97494999
613	30.9063978
614	30.89532991
615	30.87329855
616	30.85212448
617	30.8155547
618	30.80632977
619	30.77295003
620	30.74939259
621	30.72275543
622	30.67621855
623	30.64973102
624	30.63015451
625	30.61689354
626	30.59602748
627	30.55982324
628	30.53037812
629	30.482368
630	30.45223166
631	30.43152424
632	30.39423447
633	30.34976201
634	30.33189861
635	30.31950127
636	30.27813167
637	30.25451029
638	30.23021276
639	30.19632891
640	30.17186131
641	30.13856868
642	30.12368932
643	30.11575088
644	30.09459452
645	30.07817888
646	30.05743379
647	30.02804552
648	30.01020509
649	29.96837984
650	29.92052939
651	29.89174734
652	29.87843328
653	29.86115453
654	29.83632868
655	29.80440024
656	29.77317368
657	29.74140705
658	29.71959155
659	29.67790475
660	29.65212492
661	29.62619207
662	29.61366477
663	29.60809443
664	29.58483436
665	29.57975186
666	29.54842389
667	29.52674411
668	29.50140168
669	29.49806952
670	29.4640591
671	29.45975768
672	29.42981061
673	29.42479039
674	29.39655193
675	29.37416585
676	29.35211158
677	29.32750978
678	29.27136761
679	29.26152291
680	29.24531611
681	29.23090265
682	29.21994744
683	29.18956793
684	29.16529407
685	29.14856463
686	29.11694599
687	29.07048561
688	29.03004013
689	28.99267368
690	28.96887401
691	28.926516
692	28.90720083
693	28.86689487
694	28.84002352
695	28.79793569
696	28.77507418
697	28.74416674
698	28.71277451
699	28.68386327
700	28.66185196
701	28.64725768
702	28.62547609
703	28.60810046
704	28.59220149
705	28.56296026
706	28.54762776
707	28.54280636
708	28.5173402
709	28.48198962
710	28.47691834
711	28.4547092
712	28.42911153
713	28.41062335
714	28.39059116
715	28.36714924
716	28.35433384
717	28.31689892
718	28.29793093
719	28.27611468
720	28.22907768
721	28.21602149
722	28.20076691
723	28.15365193
724	28.14068352
725	28.12476211
726	28.10925375
727	28.08738081
728	28.05386356
729	28.02075583
730	27.99136421
731	27.95698349
732	27.94118352
733	27.91486549
734	27.8917425
735	27.8861731
736	27.86635569
737	27.8445116
738	27.82558093
739	27.80668891
740	27.80038425
741	27.76287418
742	27.74645784
743	27.72243482
744	27.70844797
745	27.69821394
746	27.68000438
747	27.6528907
748	27.61754053
749	27.57902903
750	27.54206848
751	27.52528499
752	27.49661642
753	27.46885758
754	27.45022515
755	27.42865889
756	27.40615284
757	27.37655682
758	27.35275789
759	27.32864755
760	27.31547059
761	27.27218945
762	27.22127144
763	27.20137396
764	27.19417903
765	27.1793182
766	27.17341907
767	27.15645841
768	27.13169019
769	27.11440088
770	27.08806242
771	27.05627957
772	27.02028235
773	26.98435312
774	26.96000998
775	26.93819182
776	26.91772021
777	26.89751546
778	26.87447473
779	26.84394365
780	26.81898876
781	26.78629782
782	26.75935964
783	26.73617611
784	26.71007969
785	26.68504759
786	26.63924444
787	26.62465045
788	26.60430126
789	26.59363726
790	26.56141861
791	26.54551965
792	26.52714668
793	26.50074988
794	26.47916652
795	26.4616885
796	26.44464674
797	26.42527249
798	26.40512944
799	26.38915729
800	26.37474337
801	26.35299207
802	26.30818821
803	26.28698468
804	26.27332321
805	26.24819214
806	26.20745335
807	26.17932114
808	26.14854034
809	26.11797319
810	26.09660809
811	26.07322045
812	26.05155958
813	26.03362845
814	26.01068168
815	25.97636592
816	25.95844283
817	25.91353588
818	25.88022933
819	25.85952287
820	25.8260907
821	25.79916145
822	25.78194062
823	25.77018796
824	25.74117234
825	25.71624008
826	25.69382818
827	25.68075626
828	25.66539582
829	25.6455033
830	25.62054552
831	25.61004335
832	25.5773973
833	25.55104943
834	25.51983359
835	25.5080141
836	25.47508804
837	25.42549634
838	25.37972761
839	25.36997757
840	25.35927469
841	25.33506884
842	25.32454693
843	25.31117633
844	25.29711611
845	25.2699216
846	25.2491836
847	25.23757091
848	25.22419361
849	25.20142304
850	25.17047147
851	25.15103839
852	25.13024586
853	25.10985018
854	25.08274075
855	25.0621804
856	25.05623587
857	25.03915663
858	25.01609871
859	24.99237646
860	24.98532686
861	24.9626382
862	24.94714501
863	24.91987176
864	24.89284711
865	24.86977456
866	24.8537751
867	24.82464367
868	24.80360325
869	24.79614925
870	24.76579166
871	24.74029304
872	24.70655118
873	24.6824979
874	24.64575509
875	24.62352331
876	24.60037808
877	24.56881385
878	24.53039174
879	24.51212662
880	24.48509449
881	24.46257954
882	24.45481462
883	24.42337513
884	24.38960949
885	24.3879914
886	24.34971701
887	24.3423766
888	24.32480356
889	24.31957708
890	24.31056639
891	24.28793194
892	24.26916832
893	24.24811106
894	24.23667683
895	24.2155891
896	24.20318506
897	24.17566568
898	24.15598555
899	24.13858884
900	24.12503122
901	24.09127
902	24.08189983
903	24.05795706
904	24.04219638
905	24.01694662
906	23.99873315
907	23.97547764
908	23.96213865
909	23.9412339
910	23.92002354
911	23.90232113
912	23.88647073
913	23.8637904
914	23.84313298
915	23.82526912
916	23.8087915
917	23.79907585
918	23.7829548
919	23.76607369
920	23.74574691
921	23.71251033
922	23.69357714
923	23.65808742
924	23.63281891
925	23.62075954
926	23.60696688
927	23.57017335
928	23.5619172
929	23.54114748
930	23.51245723
931	23.49532189
932	23.46340299
933	23.45055467
934	23.41570857
935	23.39901847
936	23.36428815
937	23.32402312
938	23.30022664
939	23.27912474
940	23.26746154
941	23.25204062
942	23.22072322
943	23.20121966
944	23.18438706
945	23.1595485
946	23.12190635
947	23.10544151
948	23.08873131
949	23.08247873
950	23.05226883
951	23.03411577
952	22.99350241
953	22.98327129
954	22.96458295
955	22.94258683
956	22.92341068
957	22.89766594
958	22.88558924
959	22.8542949
960	22.84273369
961	22.8331434
962	22.79367219
963	22.76345583
964	22.74691935
965	22.73204134
966	22.70816086
967	22.69766096
968	22.68892587
969	22.65963623
970	22.63018449
971	22.60305397
972	22.58727314
973	22.57331007
974	22.55275202
975	22.54548456
976	22.52672619
977	22.51632986
978	22.50142961
979	22.46869907
980	22.44837925
981	22.42201702
982	22.39323727
983	22.37465647
984	22.35617486
985	22.33283432
986	22.31709613
987	22.29583145
988	22.28633373
989	22.27837365
990	22.25382869
991	22.23292195
992	22.20661602
993	22.17267387
994	22.15805742
995	22.13752985
996	22.11294655
997	22.10294589
998	22.07598912
999	22.04991103
